scope,method_id,parameter,parameter_key,low,mode,high,evidence_ids,evidence_count,missing_evidence_ids,coverage_class,direct_empirical_count,contextual_count,assumption_count,gap_count,needs_research
method,reusable_age_token,fixed_annual_cost,methods.reusable_age_token.fixed_annual_cost,50000.0,100000.0,260000.0,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-FIXED-ANNUAL-COST;GAP-METHOD-REUSABLE-AGE-TOKEN-FIXED-ANNUAL-COST,2,,explicit_gap,0,0,1,1,True
method,reusable_age_token,higher_friction_abandonment_multiplier,methods.reusable_age_token.higher_friction_abandonment_multiplier,1.8,2.8,5.0,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER;GAP-METHOD-REUSABLE-AGE-TOKEN-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER;W3C-WCAG22-AUTH-3-3-8,3,,official_guidance,0,0,1,1,True
method,reusable_age_token,higher_friction_false_rejection_multiplier,methods.reusable_age_token.higher_friction_false_rejection_multiplier,2.0,3.2,5.5,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER;GAP-METHOD-REUSABLE-AGE-TOKEN-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER,2,,explicit_gap,0,0,1,1,True
method,reusable_age_token,identity_proofing_rate,methods.reusable_age_token.identity_proofing_rate,0.05,0.15,0.35,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-IDENTITY-PROOFING-RATE;GAP-METHOD-REUSABLE-AGE-TOKEN-IDENTITY-PROOFING-RATE;LEGAL-QC-BILL9-REMOTE-SALES;NIST-SP800-63-4-2025;OPC-AA-MINIMIZATION-APPEAL-2026,5,,legal_fact,0,0,1,1,True
method,reusable_age_token,minor_circumvention_rate,methods.reusable_age_token.minor_circumvention_rate,0.1,0.22,0.42,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-MINOR-CIRCUMVENTION-RATE;GAP-METHOD-REUSABLE-AGE-TOKEN-MINOR-CIRCUMVENTION-RATE,2,,explicit_gap,0,0,1,1,True
method,reusable_age_token,minor_detection_rate,methods.reusable_age_token.minor_detection_rate,0.88,0.96,0.993,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-MINOR-DETECTION-RATE;GAP-METHOD-REUSABLE-AGE-TOKEN-MINOR-DETECTION-RATE,2,,explicit_gap,0,0,1,1,True
method,reusable_age_token,minor_substitution_rate,methods.reusable_age_token.minor_substitution_rate,0.15,0.4,0.7,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-MINOR-SUBSTITUTION-RATE;GAP-METHOD-REUSABLE-AGE-TOKEN-MINOR-SUBSTITUTION-RATE;INSPQ-QC-SUBSTITUTION-WARNING-2026,3,,context_only,0,1,1,1,True
method,reusable_age_token,record_retention_years,methods.reusable_age_token.record_retention_years,0.5,2.0,7.0,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-RECORD-RETENTION-YEARS;GAP-METHOD-REUSABLE-AGE-TOKEN-RECORD-RETENTION-YEARS;OPC-AA-MINIMIZATION-APPEAL-2026;NIST-SP800-63-4-2025,4,,official_guidance,0,0,1,1,True
method,reusable_age_token,records_per_identity_proof,methods.reusable_age_token.records_per_identity_proof,0.5,1.0,1.5,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-RECORDS-PER-IDENTITY-PROOF;GAP-METHOD-REUSABLE-AGE-TOKEN-RECORDS-PER-IDENTITY-PROOF;OPC-AA-PROPORTIONALITY-2026;OPC-AA-MINIMIZATION-APPEAL-2026,4,,official_guidance,0,0,1,1,True
method,reusable_age_token,third_party_disclosures_per_identity_proof,methods.reusable_age_token.third_party_disclosures_per_identity_proof,1.0,1.0,2.0,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF;GAP-METHOD-REUSABLE-AGE-TOKEN-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF;OPC-AA-MINIMIZATION-APPEAL-2026,3,,official_guidance,0,0,1,1,True
method,reusable_age_token,transient_images_per_identity_proof,methods.reusable_age_token.transient_images_per_identity_proof,0.0,1.0,2.0,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-TRANSIENT-IMAGES-PER-IDENTITY-PROOF;GAP-METHOD-REUSABLE-AGE-TOKEN-TRANSIENT-IMAGES-PER-IDENTITY-PROOF,2,,explicit_gap,0,0,1,1,True
method,reusable_age_token,variable_cost_per_check,methods.reusable_age_token.variable_cost_per_check,0.02,0.06,0.2,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-VARIABLE-COST-PER-CHECK;GAP-METHOD-REUSABLE-AGE-TOKEN-VARIABLE-COST-PER-CHECK;QC-MIN-WAGE-2026,3,,context_only,0,1,1,1,True
method,reusable_age_token,variable_cost_per_identity_proof,methods.reusable_age_token.variable_cost_per_identity_proof,0.3,0.8,2.0,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-VARIABLE-COST-PER-IDENTITY-PROOF;GAP-METHOD-REUSABLE-AGE-TOKEN-VARIABLE-COST-PER-IDENTITY-PROOF;QC-MIN-WAGE-2026,3,,context_only,0,1,1,1,True
method,reusable_age_token,verification_check_rate,methods.reusable_age_token.verification_check_rate,0.8,0.95,1.0,ASSUMP-METHOD-REUSABLE-AGE-TOKEN-VERIFICATION-CHECK-RATE;GAP-METHOD-REUSABLE-AGE-TOKEN-VERIFICATION-CHECK-RATE;LEGAL-QC-BILL9-REMOTE-SALES,3,,legal_fact,0,0,1,1,True
method,self_declaration,adult_abandonment_rate,methods.self_declaration.adult_abandonment_rate,0.001,0.005,0.015,ASSUMP-METHOD-SELF-DECLARATION-ADULT-ABANDONMENT-RATE;GAP-METHOD-SELF-DECLARATION-ADULT-ABANDONMENT-RATE;W3C-WCAG22-AUTH-3-3-8,3,,official_guidance,0,0,1,1,True
method,self_declaration,adult_false_rejection_rate,methods.self_declaration.adult_false_rejection_rate,0.0,0.001,0.004,ASSUMP-METHOD-SELF-DECLARATION-ADULT-FALSE-REJECTION-RATE;GAP-METHOD-SELF-DECLARATION-ADULT-FALSE-REJECTION-RATE,2,,explicit_gap,0,0,1,1,True
method,self_declaration,age_assertions_per_check,methods.self_declaration.age_assertions_per_check,0.0,0.0,0.0,ASSUMP-METHOD-SELF-DECLARATION-AGE-ASSERTIONS-PER-CHECK;GAP-METHOD-SELF-DECLARATION-AGE-ASSERTIONS-PER-CHECK;OPC-AA-MINIMIZATION-APPEAL-2026,3,,official_guidance,0,0,1,1,True
method,self_declaration,annual_breach_probability,methods.self_declaration.annual_breach_probability,0.0,0.001,0.005,ASSUMP-METHOD-SELF-DECLARATION-ANNUAL-BREACH-PROBABILITY;GAP-METHOD-SELF-DECLARATION-ANNUAL-BREACH-PROBABILITY,2,,explicit_gap,0,0,1,1,True
method,self_declaration,biometric_scans_per_identity_proof,methods.self_declaration.biometric_scans_per_identity_proof,0.0,0.0,0.0,ASSUMP-METHOD-SELF-DECLARATION-BIOMETRIC-SCANS-PER-IDENTITY-PROOF;GAP-METHOD-SELF-DECLARATION-BIOMETRIC-SCANS-PER-IDENTITY-PROOF,2,,explicit_gap,0,0,1,1,True
method,self_declaration,catastrophic_breach_probability,methods.self_declaration.catastrophic_breach_probability,0.0,0.0,0.0,ASSUMP-METHOD-SELF-DECLARATION-CATASTROPHIC-BREACH-PROBABILITY;GAP-METHOD-SELF-DECLARATION-CATASTROPHIC-BREACH-PROBABILITY,2,,explicit_gap,0,0,1,1,True
method,self_declaration,catastrophic_exposure_fraction,methods.self_declaration.catastrophic_exposure_fraction,0.0,0.0,0.0,ASSUMP-METHOD-SELF-DECLARATION-CATASTROPHIC-EXPOSURE-FRACTION;GAP-METHOD-SELF-DECLARATION-CATASTROPHIC-EXPOSURE-FRACTION,2,,explicit_gap,0,0,1,1,True
method,self_declaration,centralized_record_fraction,methods.self_declaration.centralized_record_fraction,0.0,0.0,0.2,ASSUMP-METHOD-SELF-DECLARATION-CENTRALIZED-RECORD-FRACTION;GAP-METHOD-SELF-DECLARATION-CENTRALIZED-RECORD-FRACTION;OPC-AA-PROPORTIONALITY-2026;OPC-AA-MINIMIZATION-APPEAL-2026,4,,official_guidance,0,0,1,1,True
method,self_declaration,fixed_annual_cost,methods.self_declaration.fixed_annual_cost,500.0,2500.0,8000.0,ASSUMP-METHOD-SELF-DECLARATION-FIXED-ANNUAL-COST;GAP-METHOD-SELF-DECLARATION-FIXED-ANNUAL-COST,2,,explicit_gap,0,0,1,1,True
method,self_declaration,higher_friction_abandonment_multiplier,methods.self_declaration.higher_friction_abandonment_multiplier,1.0,1.2,1.8,ASSUMP-METHOD-SELF-DECLARATION-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER;GAP-METHOD-SELF-DECLARATION-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER;W3C-WCAG22-AUTH-3-3-8,3,,official_guidance,0,0,1,1,True
method,self_declaration,higher_friction_false_rejection_multiplier,methods.self_declaration.higher_friction_false_rejection_multiplier,1.0,1.1,1.4,ASSUMP-METHOD-SELF-DECLARATION-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER;GAP-METHOD-SELF-DECLARATION-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER,2,,explicit_gap,0,0,1,1,True
method,self_declaration,identity_proofing_rate,methods.self_declaration.identity_proofing_rate,0.0,0.0,0.0,ASSUMP-METHOD-SELF-DECLARATION-IDENTITY-PROOFING-RATE;GAP-METHOD-SELF-DECLARATION-IDENTITY-PROOFING-RATE,2,,explicit_gap,0,0,1,1,True
method,self_declaration,minor_circumvention_rate,methods.self_declaration.minor_circumvention_rate,0.7,0.82,0.95,ASSUMP-METHOD-SELF-DECLARATION-MINOR-CIRCUMVENTION-RATE;GAP-METHOD-SELF-DECLARATION-MINOR-CIRCUMVENTION-RATE;CAI-GPEN-AGE-CONTROLS-2024,3,,context_only,0,1,1,1,True
method,self_declaration,minor_detection_rate,methods.self_declaration.minor_detection_rate,0.05,0.12,0.2,ASSUMP-METHOD-SELF-DECLARATION-MINOR-DETECTION-RATE;GAP-METHOD-SELF-DECLARATION-MINOR-DETECTION-RATE;CAI-GPEN-AGE-CONTROLS-2024,3,,context_only,0,1,1,1,True
method,self_declaration,minor_substitution_rate,methods.self_declaration.minor_substitution_rate,0.1,0.3,0.55,ASSUMP-METHOD-SELF-DECLARATION-MINOR-SUBSTITUTION-RATE;GAP-METHOD-SELF-DECLARATION-MINOR-SUBSTITUTION-RATE;INSPQ-QC-SUBSTITUTION-WARNING-2026,3,,context_only,0,1,1,1,True
method,self_declaration,record_retention_years,methods.self_declaration.record_retention_years,0.0,0.0,0.25,ASSUMP-METHOD-SELF-DECLARATION-RECORD-RETENTION-YEARS;GAP-METHOD-SELF-DECLARATION-RECORD-RETENTION-YEARS;OPC-AA-MINIMIZATION-APPEAL-2026,3,,official_guidance,0,0,1,1,True
method,self_declaration,records_per_identity_proof,methods.self_declaration.records_per_identity_proof,0.0,0.0,0.0,ASSUMP-METHOD-SELF-DECLARATION-RECORDS-PER-IDENTITY-PROOF;GAP-METHOD-SELF-DECLARATION-RECORDS-PER-IDENTITY-PROOF;OPC-AA-PROPORTIONALITY-2026;OPC-AA-MINIMIZATION-APPEAL-2026,4,,official_guidance,0,0,1,1,True
method,self_declaration,third_party_disclosures_per_identity_proof,methods.self_declaration.third_party_disclosures_per_identity_proof,0.0,0.0,0.0,ASSUMP-METHOD-SELF-DECLARATION-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF;GAP-METHOD-SELF-DECLARATION-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF;OPC-AA-MINIMIZATION-APPEAL-2026,3,,official_guidance,0,0,1,1,True
method,self_declaration,transient_images_per_identity_proof,methods.self_declaration.transient_images_per_identity_proof,0.0,0.0,0.0,ASSUMP-METHOD-SELF-DECLARATION-TRANSIENT-IMAGES-PER-IDENTITY-PROOF;GAP-METHOD-SELF-DECLARATION-TRANSIENT-IMAGES-PER-IDENTITY-PROOF,2,,explicit_gap,0,0,1,1,True
method,self_declaration,variable_cost_per_check,methods.self_declaration.variable_cost_per_check,0.001,0.005,0.02,ASSUMP-METHOD-SELF-DECLARATION-VARIABLE-COST-PER-CHECK;GAP-METHOD-SELF-DECLARATION-VARIABLE-COST-PER-CHECK;QC-MIN-WAGE-2026,3,,context_only,0,1,1,1,True
method,self_declaration,variable_cost_per_identity_proof,methods.self_declaration.variable_cost_per_identity_proof,0.0,0.0,0.0,ASSUMP-METHOD-SELF-DECLARATION-VARIABLE-COST-PER-IDENTITY-PROOF;GAP-METHOD-SELF-DECLARATION-VARIABLE-COST-PER-IDENTITY-PROOF;QC-MIN-WAGE-2026,3,,context_only,0,1,1,1,True
method,self_declaration,verification_check_rate,methods.self_declaration.verification_check_rate,0.9,1.0,1.0,ASSUMP-METHOD-SELF-DECLARATION-VERIFICATION-CHECK-RATE;GAP-METHOD-SELF-DECLARATION-VERIFICATION-CHECK-RATE,2,,explicit_gap,0,0,1,1,True
method,visual_estimation,adult_abandonment_rate,methods.visual_estimation.adult_abandonment_rate,0.005,0.015,0.04,ASSUMP-METHOD-VISUAL-ESTIMATION-ADULT-ABANDONMENT-RATE;GAP-METHOD-VISUAL-ESTIMATION-ADULT-ABANDONMENT-RATE;W3C-WCAG22-AUTH-3-3-8,3,,official_guidance,0,0,1,1,True
method,visual_estimation,adult_false_rejection_rate,methods.visual_estimation.adult_false_rejection_rate,0.02,0.06,0.12,ASSUMP-METHOD-VISUAL-ESTIMATION-ADULT-FALSE-REJECTION-RATE;GAP-METHOD-VISUAL-ESTIMATION-ADULT-FALSE-REJECTION-RATE,2,,explicit_gap,0,0,1,1,True
method,visual_estimation,age_assertions_per_check,methods.visual_estimation.age_assertions_per_check,0.0,0.0,0.0,ASSUMP-METHOD-VISUAL-ESTIMATION-AGE-ASSERTIONS-PER-CHECK;GAP-METHOD-VISUAL-ESTIMATION-AGE-ASSERTIONS-PER-CHECK;OPC-AA-MINIMIZATION-APPEAL-2026,3,,official_guidance,0,0,1,1,True
method,visual_estimation,annual_breach_probability,methods.visual_estimation.annual_breach_probability,0.0,0.0,0.0,ASSUMP-METHOD-VISUAL-ESTIMATION-ANNUAL-BREACH-PROBABILITY;GAP-METHOD-VISUAL-ESTIMATION-ANNUAL-BREACH-PROBABILITY,2,,explicit_gap,0,0,1,1,True
method,visual_estimation,biometric_scans_per_identity_proof,methods.visual_estimation.biometric_scans_per_identity_proof,0.0,0.0,0.0,ASSUMP-METHOD-VISUAL-ESTIMATION-BIOMETRIC-SCANS-PER-IDENTITY-PROOF;GAP-METHOD-VISUAL-ESTIMATION-BIOMETRIC-SCANS-PER-IDENTITY-PROOF,2,,explicit_gap,0,0,1,1,True
method,visual_estimation,catastrophic_breach_probability,methods.visual_estimation.catastrophic_breach_probability,0.0,0.0,0.0,ASSUMP-METHOD-VISUAL-ESTIMATION-CATASTROPHIC-BREACH-PROBABILITY;GAP-METHOD-VISUAL-ESTIMATION-CATASTROPHIC-BREACH-PROBABILITY,2,,explicit_gap,0,0,1,1,True
method,visual_estimation,catastrophic_exposure_fraction,methods.visual_estimation.catastrophic_exposure_fraction,0.0,0.0,0.0,ASSUMP-METHOD-VISUAL-ESTIMATION-CATASTROPHIC-EXPOSURE-FRACTION;GAP-METHOD-VISUAL-ESTIMATION-CATASTROPHIC-EXPOSURE-FRACTION,2,,explicit_gap,0,0,1,1,True
method,visual_estimation,centralized_record_fraction,methods.visual_estimation.centralized_record_fraction,0.0,0.0,0.0,ASSUMP-METHOD-VISUAL-ESTIMATION-CENTRALIZED-RECORD-FRACTION;GAP-METHOD-VISUAL-ESTIMATION-CENTRALIZED-RECORD-FRACTION;OPC-AA-PROPORTIONALITY-2026;OPC-AA-MINIMIZATION-APPEAL-2026,4,,official_guidance,0,0,1,1,True
method,visual_estimation,fixed_annual_cost,methods.visual_estimation.fixed_annual_cost,3000.0,12000.0,35000.0,ASSUMP-METHOD-VISUAL-ESTIMATION-FIXED-ANNUAL-COST;GAP-METHOD-VISUAL-ESTIMATION-FIXED-ANNUAL-COST,2,,explicit_gap,0,0,1,1,True
method,visual_estimation,higher_friction_abandonment_multiplier,methods.visual_estimation.higher_friction_abandonment_multiplier,1.1,1.5,2.3,ASSUMP-METHOD-VISUAL-ESTIMATION-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER;GAP-METHOD-VISUAL-ESTIMATION-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER;W3C-WCAG22-AUTH-3-3-8,3,,official_guidance,0,0,1,1,True
method,visual_estimation,higher_friction_false_rejection_multiplier,methods.visual_estimation.higher_friction_false_rejection_multiplier,1.2,1.7,2.5,ASSUMP-METHOD-VISUAL-ESTIMATION-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER;GAP-METHOD-VISUAL-ESTIMATION-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER,2,,explicit_gap,0,0,1,1,True
method,visual_estimation,identity_proofing_rate,methods.visual_estimation.identity_proofing_rate,0.0,0.0,0.0,ASSUMP-METHOD-VISUAL-ESTIMATION-IDENTITY-PROOFING-RATE;GAP-METHOD-VISUAL-ESTIMATION-IDENTITY-PROOFING-RATE,2,,explicit_gap,0,0,1,1,True
method,visual_estimation,minor_circumvention_rate,methods.visual_estimation.minor_circumvention_rate,0.25,0.45,0.65,ASSUMP-METHOD-VISUAL-ESTIMATION-MINOR-CIRCUMVENTION-RATE;GAP-METHOD-VISUAL-ESTIMATION-MINOR-CIRCUMVENTION-RATE,2,,explicit_gap,0,0,1,1,True
method,visual_estimation,minor_detection_rate,methods.visual_estimation.minor_detection_rate,0.35,0.55,0.75,ASSUMP-METHOD-VISUAL-ESTIMATION-MINOR-DETECTION-RATE;GAP-METHOD-VISUAL-ESTIMATION-MINOR-DETECTION-RATE,2,,explicit_gap,0,0,1,1,True
method,visual_estimation,minor_substitution_rate,methods.visual_estimation.minor_substitution_rate,0.1,0.3,0.55,ASSUMP-METHOD-VISUAL-ESTIMATION-MINOR-SUBSTITUTION-RATE;GAP-METHOD-VISUAL-ESTIMATION-MINOR-SUBSTITUTION-RATE;INSPQ-QC-SUBSTITUTION-WARNING-2026,3,,context_only,0,1,1,1,True
method,visual_estimation,record_retention_years,methods.visual_estimation.record_retention_years,0.0,0.0,0.0,ASSUMP-METHOD-VISUAL-ESTIMATION-RECORD-RETENTION-YEARS;GAP-METHOD-VISUAL-ESTIMATION-RECORD-RETENTION-YEARS;OPC-AA-MINIMIZATION-APPEAL-2026,3,,official_guidance,0,0,1,1,True
method,visual_estimation,records_per_identity_proof,methods.visual_estimation.records_per_identity_proof,0.0,0.0,0.0,ASSUMP-METHOD-VISUAL-ESTIMATION-RECORDS-PER-IDENTITY-PROOF;GAP-METHOD-VISUAL-ESTIMATION-RECORDS-PER-IDENTITY-PROOF;OPC-AA-PROPORTIONALITY-2026;OPC-AA-MINIMIZATION-APPEAL-2026,4,,official_guidance,0,0,1,1,True
method,visual_estimation,third_party_disclosures_per_identity_proof,methods.visual_estimation.third_party_disclosures_per_identity_proof,0.0,0.0,0.0,ASSUMP-METHOD-VISUAL-ESTIMATION-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF;GAP-METHOD-VISUAL-ESTIMATION-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF;OPC-AA-MINIMIZATION-APPEAL-2026,3,,official_guidance,0,0,1,1,True
method,visual_estimation,transient_images_per_identity_proof,methods.visual_estimation.transient_images_per_identity_proof,0.0,0.0,0.0,ASSUMP-METHOD-VISUAL-ESTIMATION-TRANSIENT-IMAGES-PER-IDENTITY-PROOF;GAP-METHOD-VISUAL-ESTIMATION-TRANSIENT-IMAGES-PER-IDENTITY-PROOF,2,,explicit_gap,0,0,1,1,True
method,visual_estimation,variable_cost_per_check,methods.visual_estimation.variable_cost_per_check,0.03,0.08,0.2,ASSUMP-METHOD-VISUAL-ESTIMATION-VARIABLE-COST-PER-CHECK;GAP-METHOD-VISUAL-ESTIMATION-VARIABLE-COST-PER-CHECK;QC-MIN-WAGE-2026,3,,context_only,0,1,1,1,True
method,visual_estimation,variable_cost_per_identity_proof,methods.visual_estimation.variable_cost_per_identity_proof,0.0,0.0,0.0,ASSUMP-METHOD-VISUAL-ESTIMATION-VARIABLE-COST-PER-IDENTITY-PROOF;GAP-METHOD-VISUAL-ESTIMATION-VARIABLE-COST-PER-IDENTITY-PROOF;QC-MIN-WAGE-2026,3,,context_only,0,1,1,1,True
method,visual_estimation,verification_check_rate,methods.visual_estimation.verification_check_rate,0.55,0.75,0.95,ASSUMP-METHOD-VISUAL-ESTIMATION-VERIFICATION-CHECK-RATE;GAP-METHOD-VISUAL-ESTIMATION-VERIFICATION-CHECK-RATE,2,,explicit_gap,0,0,1,1,True
scenario,ALL,higher_friction_adult_share,scenario.higher_friction_adult_share,0.06,0.1,0.16,ASSUMP-SCENARIO-HIGHER-FRICTION-ADULT-SHARE;GAP-QC-HIGHER-FRICTION-SHARE;ESDC-GIS-PHOTO-ID-BARRIER-2019,3,,context_only,0,1,1,1,True
scenario,ALL,minor_share,scenario.minor_share,0.13,0.16,0.2,ASSUMP-SCENARIO-MINOR-SHARE;GAP-QC-MINOR-TRANSACTION-SHARE;INSPQ-QC-YOUTH-WEEKLY-2022-23;ISQ-QC-15-24-WEEKLY-2020-21,4,,context_only,0,2,1,1,True
scenario,ALL,population,scenario.population,100000.0,100000.0,100000.0,ASSUMP-SCENARIO-POPULATION;GAP-QC-RELEVANT-POPULATION,2,,explicit_gap,0,0,1,1,True
scenario,ALL,purchase_attempt_rate,scenario.purchase_attempt_rate,0.18,0.25,0.34,ASSUMP-SCENARIO-PURCHASE-ATTEMPT-RATE;GAP-QC-PURCHASE-ATTEMPT-RATE;ISQ-QC-15-29-FREQUENCY-2020-21,3,,context_only,0,1,1,1,True
